Rank,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8913,PS,2000.0,Sports,0.0,0.0,0.14,0.01,0.15
8912,PS2,2006.0,Fighting,0.0,0.0,0.15,0.0,0.15
8911,PS3,2011.0,Action,0.0,0.0,0.15,0.0,0.15
3899,PS2,2003.0,Sports,0.0,0.0,0.51,0.0,0.51
12989,PS4,2016.0,Sports,0.0,0.0,0.05,0.0,0.05
12982,PS2,2008.0,Sports,0.0,0.0,0.05,0.0,0.05
12977,X360,2011.0,Simulation,0.0,0.0,0.05,0.0,0.05
12976,PS2,2006.0,Action,0.0,0.0,0.05,0.0,0.05
2698,PS,1998.0,Sports,0.0,0.0,0.71,0.05,0.76
3829,PS2,2006.0,Role-Playing,0.0,0.0,0.52,0.0,0.52
8960,PS,1999.0,Role-Playing,0.0,0.0,0.14,0.01,0.15
8945,PS2,2000.0,Simulation,0.0,0.0,0.15,0.0,0.15
8848,PS3,2015.0,Action,0.0,0.0,0.15,0.0,0.15
8845,PS4,2015.0,Fighting,0.0,0.09,0.04,0.02,0.15
3917,PS,1996.0,Strategy,0.0,0.0,0.48,0.03,0.51
2559,PS,1998.0,Sports,0.0,0.0,0.75,0.05,0.81
2543,PS,1999.0,Sports,0.0,0.0,0.76,0.05,0.81
8895,PS3,2015.0,Action,0.0,0.0,0.15,0.0,0.15
8892,PS,1999.0,Sports,0.0,0.0,0.14,0.01,0.15
8883,PS3,2009.0,Sports,0.0,0.0,0.15,0.0,0.15
3961,PS3,2011.0,Role-Playing,0.0,0.0,0.5,0.0,0.5
13057,PS3,,Misc,0.0,0.04,0.0,0.01,0.05
13056,PS,2001.0,Adventure,0.0,0.0,0.05,0.0,0.05
13047,PS2,2009.0,Adventure,0.0,0.0,0.05,0.0,0.05
13033,PS2,2008.0,Fighting,0.0,0.0,0.05,0.0,0.05
13031,PS4,2016.0,Racing,0.0,0.04,0.0,0.01,0.05
13014,PS4,2015.0,Sports,0.0,0.04,0.0,0.01,0.05
2603,PS,1994.0,Racing,0.0,0.0,0.74,0.05,0.79
13121,PS3,2009.0,Sports,0.0,0.0,0.05,0.0,0.05
13120,PS2,2007.0,Misc,0.0,0.0,0.05,0.0,0.05
3983,PS2,2004.0,Strategy,0.0,0.0,0.5,0.0,0.5
4008,PS2,2008.0,Strategy,0.0,0.0,0.5,0.0,0.5
8819,PS,1997.0,Adventure,0.0,0.0,0.14,0.01,0.15
4042,PS2,2006.0,Shooter,0.0,0.0,0.49,0.0,0.49
4028,PS3,2015.0,Action,0.0,0.0,0.49,0.0,0.49
4009,PS,1996.0,Role-Playing,0.0,0.0,0.46,0.03,0.5
13110,PS3,2011.0,Sports,0.0,0.04,0.0,0.01,0.05
13104,PS2,2005.0,Shooter,0.0,0.0,0.05,0.0,0.05
13099,PS2,2006.0,Fighting,0.0,0.0,0.05,0.0,0.05
13095,PS2,2006.0,Action,0.0,0.0,0.05,0.0,0.05
13086,X360,2009.0,Misc,0.0,0.04,0.0,0.01,0.05
13081,PS,1998.0,Racing,0.0,0.0,0.05,0.0,0.05
13072,PS4,2014.0,Role-Playing,0.0,0.01,0.04,0.0,0.05
13066,PS3,2011.0,Misc,0.0,0.0,0.05,0.0,0.05
8724,PS,1998.0,Racing,0.0,0.0,0.14,0.01,0.15
4095,PS,1999.0,Role-Playing,0.0,0.0,0.45,0.03,0.48
4147,PS3,,Platform,0.0,0.48,0.0,0.0,0.48
4073,PS2,2001.0,Misc,0.0,0.0,0.49,0.0,0.49
4061,PS,2001.0,Fighting,0.0,0.0,0.46,0.03,0.49
4059,PS2,2003.0,Misc,0.0,0.0,0.49,0.0,0.49
4055,PS2,2009.0,Racing,0.0,0.15,0.0,0.33,0.49
2354,PS2,2006.0,Misc,0.0,0.68,0.0,0.2,0.89
8787,PS2,2009.0,Sports,0.0,0.0,0.15,0.0,0.15
13166,PS2,2007.0,Fighting,0.0,0.0,0.05,0.0,0.05
13163,PS2,2006.0,Adventure,0.0,0.0,0.05,0.0,0.05
13158,PS3,,Strategy,0.0,0.04,0.0,0.01,0.05
13151,PS2,2004.0,Adventure,0.0,0.0,0.05,0.0,0.05
13140,PS4,2015.0,Action,0.0,0.0,0.05,0.0,0.05
13128,PS3,2013.0,Sports,0.0,0.0,0.05,0.0,0.05
13125,PS4,2015.0,Adventure,0.0,0.0,0.05,0.0,0.05
10426,PS2,2010.0,Sports,0.0,0.0,0.1,0.0,0.1
10418,PS,1995.0,Adventure,0.0,0.0,0.1,0.01,0.11
8659,PS4,2016.0,Adventure,0.0,0.0,0.16,0.0,0.16
8644,PS,1999.0,Racing,0.0,0.0,0.15,0.01,0.16
2154,PS,1999.0,Simulation,0.0,0.0,0.9,0.06,0.96
4282,PS2,2002.0,Misc,0.0,0.0,0.46,0.0,0.46
4208,PS2,2005.0,Sports,0.0,0.0,0.47,0.0,0.47
4191,PS,1999.0,Misc,0.0,0.0,0.44,0.03,0.47
8702,PS3,2011.0,Misc,0.0,0.0,0.16,0.0,0.16
13206,PS,1998.0,Misc,0.0,0.0,0.05,0.0,0.05
13204,PS3,2010.0,Adventure,0.0,0.0,0.05,0.0,0.05
13188,PS2,2001.0,Simulation,0.0,0.0,0.05,0.0,0.05
13184,PS2,2007.0,Adventure,0.0,0.0,0.05,0.0,0.05
13178,PS2,2000.0,Simulation,0.0,0.0,0.05,0.0,0.05
13173,PS,1996.0,Shooter,0.0,0.0,0.05,0.0,0.05
13172,PS4,2016.0,Sports,0.0,0.04,0.0,0.01,0.05
13232,PS2,2008.0,Adventure,0.0,0.0,0.05,0.0,0.05
13223,PS2,2010.0,Sports,0.0,0.0,0.05,0.0,0.05
8669,PS,1995.0,Shooter,0.0,0.0,0.15,0.01,0.16
8660,PS,1998.0,Misc,0.0,0.0,0.15,0.01,0.16
10338,PS,1995.0,Misc,0.0,0.0,0.1,0.01,0.11
10409,PS3,2010.0,Misc,0.0,0.08,0.0,0.02,0.11
10399,PS2,2006.0,Sports,0.0,0.0,0.11,0.0,0.11
10383,PS3,2012.0,Adventure,0.0,0.0,0.11,0.0,0.11
10382,PS2,2009.0,Fighting,0.0,0.0,0.11,0.0,0.11
10377,PS2,2007.0,Role-Playing,0.0,0.0,0.11,0.0,0.11
12338,PS2,2007.0,Simulation,0.0,0.0,0.06,0.0,0.06
12337,PS3,2013.0,Adventure,0.0,0.0,0.06,0.0,0.06
12317,PS2,2000.0,Role-Playing,0.0,0.0,0.06,0.0,0.06
12310,PS2,2007.0,Role-Playing,0.0,0.0,0.06,0.0,0.06
12306,PS2,2009.0,Misc,0.0,0.0,0.06,0.0,0.06
10436,PS3,2014.0,Action,0.0,0.0,0.1,0.0,0.1
4381,PS,1995.0,Action,0.0,0.0,0.42,0.03,0.45
4375,PS,1995.0,Role-Playing,0.0,0.0,0.42,0.03,0.45
13293,PS2,2007.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
13292,PS3,2012.0,Shooter,0.0,0.0,0.05,0.0,0.05
13287,PS4,2015.0,Action,0.0,0.04,0.0,0.01,0.05
13280,PS3,,Role-Playing,0.0,0.0,0.05,0.0,0.05
13279,PS2,2008.0,Misc,0.0,0.0,0.05,0.0,0.05
13262,PS4,2015.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
4310,PS3,2009.0,Role-Playing,0.0,0.0,0.45,0.0,0.45
4308,PS3,2011.0,Misc,0.0,0.35,0.0,0.1,0.46
2065,PS2,2004.0,Misc,0.0,0.0,1.0,0.0,1.0
8635,PS,2000.0,Sports,0.0,0.0,0.15,0.01,0.16
8612,PS3,2013.0,Simulation,0.0,0.1,0.02,0.04,0.16
8604,PS2,2006.0,Role-Playing,0.0,0.0,0.16,0.0,0.16
13256,PS2,2007.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
13240,PS2,2002.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
13332,XB,2002.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
13328,PS3,2013.0,Adventure,0.0,0.0,0.05,0.0,0.05
13320,PS2,2006.0,Action,0.0,0.0,0.05,0.0,0.05
13318,PS3,2011.0,Adventure,0.0,0.0,0.05,0.0,0.05
13314,X360,2010.0,Racing,0.0,0.04,0.0,0.01,0.05
13301,PS3,2015.0,Sports,0.0,0.04,0.0,0.01,0.05
4362,PS2,2001.0,Sports,0.0,0.0,0.45,0.0,0.45
1947,PS,1998.0,Misc,0.0,0.0,0.99,0.07,1.06
1974,PS,1996.0,Role-Playing,0.0,0.0,0.92,0.13,1.05
4342,PS,1998.0,Sports,0.0,0.0,0.42,0.03,0.45
4320,PS2,2005.0,Sports,0.0,0.0,0.45,0.0,0.45
8582,PS,1997.0,Sports,0.0,0.0,0.15,0.01,0.16
8561,PS2,2006.0,Sports,0.0,0.0,0.16,0.0,0.16
8560,PS2,2005.0,Role-Playing,0.0,0.0,0.16,0.0,0.16
4385,PS,1999.0,Role-Playing,0.0,0.0,0.42,0.03,0.45
4383,PS2,2009.0,Misc,0.0,0.06,0.0,0.39,0.45
1842,PS,1995.0,Role-Playing,0.0,0.0,1.1,0.01,1.11
13391,X360,2015.0,Sports,0.0,0.04,0.0,0.0,0.05
13390,PS2,2001.0,Action,0.0,0.0,0.05,0.0,0.05
13356,X360,2013.0,Action,0.0,0.04,0.0,0.0,0.05
8471,PS2,2002.0,Role-Playing,0.0,0.0,0.16,0.0,0.16
1867,PS2,2006.0,Misc,0.0,0.84,0.0,0.25,1.1
4465,PS2,2002.0,Sports,0.0,0.0,0.44,0.0,0.44
4459,PS2,2007.0,Strategy,0.0,0.0,0.44,0.0,0.44
4449,PS2,2005.0,Shooter,0.0,0.0,0.44,0.0,0.44
4433,PS,1996.0,Sports,0.0,0.0,0.41,0.03,0.44
1920,PS,1999.0,Misc,0.0,0.0,1.0,0.07,1.07
8523,PS,1998.0,Sports,0.0,0.0,0.15,0.01,0.16
8519,PS,2000.0,Sports,0.0,0.0,0.15,0.01,0.16
8512,PS2,2006.0,Adventure,0.0,0.0,0.16,0.0,0.16
8498,PS,2000.0,Misc,0.0,0.0,0.15,0.01,0.16
13338,PS3,2015.0,Adventure,0.0,0.0,0.05,0.0,0.05
8407,PS2,2008.0,Role-Playing,0.0,0.0,0.17,0.0,0.17
8402,PS4,2016.0,Sports,0.0,0.0,0.17,0.0,0.17
13441,X360,2011.0,Adventure,0.0,0.04,0.0,0.01,0.05
13439,PS3,2010.0,Platform,0.0,0.03,0.0,0.01,0.05
13424,PS2,2002.0,Sports,0.0,0.0,0.05,0.0,0.05
13416,PS3,2015.0,Role-Playing,0.0,0.0,0.05,0.0,0.05
13413,PS3,2015.0,Action,0.0,0.0,0.05,0.0,0.05
4485,PS2,2005.0,Action,0.0,0.0,0.44,0.0,0.44
4482,PS2,2009.0,Misc,0.0,0.06,0.0,0.38,0.44
4472,PS2,2003.0,Misc,0.0,0.0,0.44,0.0,0.44
1888,PS,1997.0,Simulation,0.0,0.0,1.02,0.07,1.09
1880,PS,1998.0,Simulation,0.0,0.0,1.07,0.02,1.09
8449,PS3,2014.0,Sports,0.0,0.0,0.17,0.0,0.17
8419,PS3,2011.0,Racing,0.0,0.13,0.0,0.04,0.17
8417,PS2,2003.0,Role-Playing,0.0,0.0,0.17,0.0,0.17
1806,PS,1999.0,Sports,0.0,0.0,1.06,0.07,1.13
8359,PS2,2006.0,Role-Playing,0.0,0.0,0.17,0.0,0.17
8350,PS2,2007.0,Adventure,0.0,0.0,0.17,0.0,0.17
13494,PS3,2016.0,Sports,0.0,0.04,0.0,0.01,0.04
13489,PS4,2016.0,Misc,0.0,0.0,0.04,0.0,0.04
13473,PS2,2007.0,Fighting,0.0,0.0,0.04,0.0,0.04
13466,PS2,2007.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13462,PS2,2009.0,Fighting,0.0,0.0,0.04,0.0,0.04
13460,PS,1995.0,Simulation,0.0,0.0,0.04,0.0,0.04
8386,PS,1998.0,Role-Playing,0.0,0.0,0.16,0.01,0.17
8384,PS2,2007.0,Fighting,0.0,0.0,0.17,0.0,0.17
8379,PS4,2015.0,Racing,0.0,0.12,0.03,0.02,0.17
8378,PS2,,Fighting,0.0,0.0,0.17,0.0,0.17
1660,PS,2001.0,Role-Playing,0.0,0.0,1.2,0.01,1.21
1799,PS2,2005.0,Role-Playing,0.0,0.51,0.0,0.62,1.14
1782,PS,1997.0,Puzzle,0.0,0.0,1.07,0.07,1.15
8409,PS,1996.0,Misc,0.0,0.0,0.16,0.01,0.17
8305,PS2,2003.0,Role-Playing,0.0,0.0,0.17,0.0,0.17
8303,PS,1996.0,Fighting,0.0,0.0,0.16,0.01,0.17
8299,PS,1997.0,Action,0.0,0.0,0.16,0.01,0.17
4699,PS,2000.0,Sports,0.0,0.0,0.39,0.03,0.41
13533,PS3,2006.0,Action,0.0,0.0,0.04,0.0,0.04
13526,PS3,2014.0,Puzzle,0.0,0.0,0.04,0.0,0.04
13521,PS2,2005.0,Adventure,0.0,0.0,0.04,0.0,0.04
13516,PS2,2002.0,Fighting,0.0,0.0,0.04,0.0,0.04
13513,PS2,2007.0,Misc,0.0,0.0,0.04,0.0,0.04
13510,PS4,2016.0,Racing,0.0,0.04,0.0,0.01,0.04
13509,PS2,2000.0,Puzzle,0.0,0.0,0.04,0.0,0.04
13500,PS,1996.0,Misc,0.0,0.0,0.04,0.0,0.04
13499,PS,1998.0,Strategy,0.0,0.0,0.04,0.0,0.04
4620,PS2,2004.0,Sports,0.0,0.0,0.42,0.0,0.42
4616,PS,1999.0,Role-Playing,0.0,0.0,0.39,0.03,0.42
1645,PS,1997.0,Role-Playing,0.0,0.0,1.14,0.08,1.22
4808,PS2,2008.0,Action,0.0,0.0,0.4,0.0,0.4
13579,X360,2009.0,Sports,0.0,0.04,0.0,0.0,0.04
13578,PS2,2008.0,Adventure,0.0,0.0,0.04,0.0,0.04
13570,PS2,2001.0,Simulation,0.0,0.0,0.04,0.0,0.04
13567,PS3,2012.0,Platform,0.0,0.0,0.04,0.0,0.04
13562,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04
13555,PS,1998.0,Fighting,0.0,0.0,0.04,0.0,0.04
13548,X360,2011.0,Sports,0.0,0.04,0.0,0.01,0.04
13545,PS3,2012.0,Adventure,0.0,0.0,0.04,0.0,0.04
4723,PS2,2002.0,Adventure,0.0,0.0,0.41,0.0,0.41
1454,PS2,2004.0,Misc,0.0,1.04,0.0,0.31,1.35
1437,PS,1999.0,Simulation,0.0,0.0,1.26,0.09,1.35
8284,PS,1999.0,Adventure,0.0,0.0,0.16,0.01,0.17
8283,PS,1999.0,Strategy,0.0,0.0,0.16,0.01,0.17
8326,PS3,2009.0,Misc,0.0,0.15,0.0,0.02,0.17
8306,PS2,2007.0,Role-Playing,0.0,0.0,0.17,0.0,0.17
13616,PS4,2016.0,Misc,0.0,0.0,0.04,0.0,0.04
13613,PS2,2002.0,Sports,0.0,0.0,0.04,0.0,0.04
13612,PS2,2009.0,Simulation,0.0,0.0,0.04,0.0,0.04
13609,PS3,2013.0,Fighting,0.0,0.0,0.04,0.0,0.04
13606,PS2,2001.0,Action,0.0,0.0,0.04,0.0,0.04
13590,PS3,2013.0,Simulation,0.0,0.0,0.04,0.0,0.04
13582,PS2,2006.0,Fighting,0.0,0.0,0.04,0.0,0.04
8211,PS3,2009.0,Sports,0.0,0.16,0.0,0.02,0.17
1112,PS2,2004.0,Role-Playing,0.0,0.0,1.65,0.0,1.65
4740,PS,1999.0,Simulation,0.0,0.0,0.38,0.03,0.41
8261,PS4,2015.0,Action,0.0,0.0,0.17,0.0,0.17
8250,PS,1998.0,Fighting,0.0,0.0,0.16,0.01,0.17
8240,PS2,2005.0,Shooter,0.0,0.0,0.17,0.0,0.17
1274,PS2,2006.0,Misc,0.0,1.1,0.0,0.39,1.49
1378,PS2,2003.0,Racing,0.0,0.47,0.77,0.17,1.41
4812,PS,1997.0,Strategy,0.0,0.0,0.38,0.03,0.4
8157,PS2,2005.0,Action,0.0,0.0,0.18,0.0,0.18
4988,PS,1998.0,Racing,0.0,0.0,0.36,0.03,0.38
13692,PS2,2008.0,Adventure,0.0,0.0,0.04,0.0,0.04
13674,PS,,Adventure,0.0,0.0,0.04,0.0,0.04
13672,PS2,2007.0,Sports,0.0,0.0,0.04,0.0,0.04
13670,PS3,2008.0,Racing,0.0,0.03,0.0,0.01,0.04
13651,PS3,2015.0,Fighting,0.0,0.0,0.04,0.0,0.04
13649,PS4,2016.0,Action,0.0,0.04,0.0,0.01,0.04
1147,PS2,2005.0,Misc,0.0,1.18,0.0,0.43,1.61
4870,PS2,2004.0,Strategy,0.0,0.0,0.4,0.0,0.4
4863,PS,2000.0,Adventure,0.0,0.0,0.37,0.03,0.4
8198,PS2,2008.0,Sports,0.0,0.0,0.18,0.0,0.18
8197,PS2,2006.0,Role-Playing,0.0,0.0,0.18,0.0,0.18
4897,PS2,2002.0,Shooter,0.0,0.0,0.39,0.0,0.39
942,PS2,2001.0,Racing,0.0,1.1,0.42,0.33,1.84
13622,PS3,2016.0,Action,0.0,0.0,0.04,0.0,0.04
8095,PS,1997.0,Adventure,0.0,0.0,0.17,0.01,0.18
8084,PS3,2011.0,Sports,0.0,0.0,0.18,0.0,0.18
5071,PS3,2014.0,Fighting,0.0,0.0,0.38,0.0,0.38
13747,PS2,2003.0,Action,0.0,0.0,0.04,0.0,0.04
13731,X360,2011.0,Shooter,0.0,0.0,0.04,0.0,0.04
13722,PS3,2011.0,Sports,0.0,0.03,0.0,0.01,0.04
13713,PS3,2010.0,Sports,0.0,0.0,0.04,0.0,0.04
13697,PS,1998.0,Sports,0.0,0.0,0.04,0.0,0.04
4970,PS,1999.0,Simulation,0.0,0.0,0.36,0.03,0.39
793,PS,1997.0,Sports,0.0,0.0,1.96,0.14,2.09
8124,PS3,2009.0,Misc,0.0,0.16,0.0,0.02,0.18
5006,PS2,2002.0,Strategy,0.0,0.0,0.38,0.0,0.38
4994,PS2,2007.0,Strategy,0.0,0.0,0.38,0.0,0.38
930,PS2,2004.0,Misc,0.0,1.37,0.0,0.49,1.86
4918,PS,2001.0,Role-Playing,0.0,0.0,0.37,0.03,0.39
8176,PS3,2011.0,Action,0.0,0.0,0.18,0.0,0.18
5122,PS,1998.0,Adventure,0.0,0.0,0.35,0.02,0.37
5093,PS,1997.0,Fighting,0.0,0.0,0.35,0.02,0.37
8057,PS2,2008.0,Sports,0.0,0.0,0.0,0.18,0.18
8053,PS,1997.0,Platform,0.0,0.0,0.17,0.01,0.18
13791,PS3,2016.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13789,PS2,2007.0,Fighting,0.0,0.0,0.04,0.0,0.04
13780,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04
13777,PS3,2012.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13772,XOne,2014.0,Action,0.0,0.04,0.0,0.0,0.04
13771,PS2,2006.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13767,PS2,2008.0,Shooter,0.0,0.0,0.04,0.0,0.04
13763,PS3,2007.0,Adventure,0.0,0.0,0.04,0.0,0.04
13761,PS4,2014.0,Action,0.0,0.03,0.0,0.01,0.04
5032,PS,1996.0,Action,0.0,0.0,0.36,0.02,0.38
5020,PS,2000.0,Strategy,0.0,0.0,0.36,0.02,0.38
8105,PS2,2006.0,Simulation,0.0,0.0,0.18,0.0,0.18
7972,PS2,2006.0,Action,0.0,0.0,0.19,0.0,0.19
7952,PS3,2012.0,Sports,0.0,0.0,0.19,0.0,0.19
13823,X360,2009.0,Racing,0.0,0.03,0.0,0.0,0.04
13810,PS3,2011.0,Action,0.0,0.0,0.04,0.0,0.04
13804,PS,1995.0,Simulation,0.0,0.0,0.04,0.0,0.04
13801,PS2,2009.0,Strategy,0.0,0.0,0.04,0.0,0.04
13796,PS3,2009.0,Strategy,0.0,0.03,0.0,0.01,0.04
13792,PS3,2013.0,Adventure,0.0,0.0,0.04,0.0,0.04
5177,PS2,2002.0,Adventure,0.0,0.0,0.36,0.0,0.36
7975,PS2,2007.0,Sports,0.0,0.0,0.19,0.0,0.19
5231,PS2,2004.0,Sports,0.0,0.0,0.36,0.0,0.36
5227,PS2,2005.0,Fighting,0.0,0.0,0.36,0.0,0.36
5247,PS,1995.0,Fighting,0.0,0.0,0.33,0.02,0.36
5239,PS3,2008.0,Adventure,0.0,0.0,0.36,0.0,0.36
5238,PS,2000.0,Simulation,0.0,0.0,0.33,0.02,0.36
5196,PS,1997.0,Action,0.0,0.0,0.34,0.02,0.36
7890,PS2,2006.0,Misc,0.0,0.0,0.19,0.0,0.19
7940,PS4,2014.0,Misc,0.0,0.16,0.0,0.03,0.19
7934,PS3,2013.0,Strategy,0.0,0.0,0.19,0.0,0.19
7926,PS2,2007.0,Sports,0.0,0.0,0.19,0.0,0.19
7925,X360,2012.0,Sports,0.0,0.16,0.0,0.02,0.19
7913,PS,1999.0,Sports,0.0,0.0,0.18,0.01,0.19
7909,PS,1997.0,Strategy,0.0,0.0,0.18,0.01,0.19
7899,PS2,2006.0,Role-Playing,0.0,0.0,0.19,0.0,0.19
5327,PS,2001.0,Role-Playing,0.0,0.0,0.32,0.02,0.35
13872,PS2,,Racing,0.0,0.0,0.04,0.0,0.04
13856,PS4,2015.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13836,PS3,2009.0,Racing,0.0,0.03,0.0,0.01,0.04
13834,PS3,2015.0,Action,0.0,0.0,0.04,0.0,0.04
13832,PS3,2015.0,Action,0.0,0.0,0.04,0.0,0.04
5288,PS2,2006.0,Sports,0.0,0.0,0.35,0.0,0.35
5281,PS2,2003.0,Misc,0.0,0.0,0.35,0.0,0.35
5428,PS4,2016.0,Role-Playing,0.0,0.0,0.34,0.0,0.34
7796,PS2,2003.0,Strategy,0.0,0.0,0.19,0.0,0.19
5483,PS,1999.0,Simulation,0.0,0.0,0.31,0.02,0.33
5465,PS3,2009.0,Misc,0.0,0.3,0.0,0.03,0.33
13904,PS2,2002.0,Sports,0.0,0.0,0.04,0.0,0.04
13893,PS,1995.0,Misc,0.0,0.0,0.04,0.0,0.04
13885,PS3,2009.0,Racing,0.0,0.02,0.0,0.01,0.04
13884,PS2,2008.0,Adventure,0.0,0.0,0.04,0.0,0.04
13883,PS4,2016.0,Sports,0.0,0.03,0.0,0.01,0.04
13881,X360,2015.0,Action,0.0,0.04,0.0,0.0,0.04
7831,PS3,2013.0,Action,0.0,0.0,0.19,0.0,0.19
7830,PS,1999.0,Fighting,0.0,0.0,0.18,0.01,0.19
5427,PS3,2010.0,Misc,0.0,0.25,0.0,0.08,0.34
5351,PS,1998.0,Puzzle,0.0,0.0,0.32,0.02,0.34
5335,PS2,2000.0,Sports,0.0,0.0,0.35,0.0,0.35
7894,PS4,2016.0,Action,0.0,0.16,0.0,0.03,0.19
7679,PS2,2004.0,Misc,0.0,0.0,0.2,0.0,0.2
5571,PS,1995.0,Fighting,0.0,0.0,0.3,0.02,0.33
5557,PS2,2007.0,Action,0.0,0.0,0.33,0.0,0.33
5551,PS,1997.0,Misc,0.0,0.0,0.31,0.02,0.33
7747,PS,1996.0,Fighting,0.0,0.0,0.18,0.01,0.19
5535,PS,1994.0,Shooter,0.0,0.0,0.31,0.02,0.33
13964,X360,,Shooter,0.0,0.03,0.0,0.0,0.04
13942,PS3,2008.0,Adventure,0.0,0.0,0.04,0.0,0.04
13940,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04
13939,PS2,2002.0,Sports,0.0,0.0,0.04,0.0,0.04
13930,PS3,2014.0,Adventure,0.0,0.0,0.04,0.0,0.04
13925,XOne,2015.0,Sports,0.0,0.04,0.0,0.0,0.04
5492,PS,1999.0,Sports,0.0,0.0,0.31,0.02,0.33
5486,PS3,2011.0,Sports,0.0,0.25,0.0,0.08,0.33
7769,PS,1997.0,Sports,0.0,0.0,0.18,0.01,0.19
5441,PS3,2011.0,Action,0.0,0.0,0.33,0.0,0.33
5669,PS2,2003.0,Fighting,0.0,0.0,0.32,0.0,0.32
5648,PS,1999.0,Sports,0.0,0.0,0.3,0.02,0.32
5646,PS2,2001.0,Simulation,0.0,0.0,0.32,0.0,0.32
5695,PS2,2004.0,Action,0.0,0.0,0.32,0.0,0.32
5604,PS,2002.0,Role-Playing,0.0,0.0,0.3,0.02,0.32
7651,PS3,2013.0,Sports,0.0,0.0,0.2,0.0,0.2
7639,PS,1999.0,Strategy,0.0,0.0,0.19,0.01,0.2
13999,PS2,2006.0,Racing,0.0,0.0,0.04,0.0,0.04
13995,PS3,2015.0,Sports,0.0,0.03,0.0,0.01,0.04
13990,PS3,2012.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
13989,PS3,2009.0,Strategy,0.0,0.0,0.04,0.0,0.04
13988,X360,2009.0,Adventure,0.0,0.0,0.04,0.0,0.04
13984,PS2,2008.0,Misc,0.0,0.0,0.04,0.0,0.04
13974,PS2,2006.0,Strategy,0.0,0.0,0.04,0.0,0.04
13968,X360,2010.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
7702,PS,2002.0,Action,0.0,0.0,0.18,0.01,0.2
7551,X360,2009.0,Sports,0.0,0.19,0.0,0.01,0.2
7544,PS2,2003.0,Sports,0.0,0.0,0.2,0.0,0.2
5673,PS,1997.0,Strategy,0.0,0.0,0.3,0.02,0.32
5672,PS,1997.0,Simulation,0.0,0.0,0.3,0.02,0.32
7585,PS2,2003.0,Misc,0.0,0.0,0.2,0.0,0.2
7571,PS3,2011.0,Action,0.0,0.03,0.16,0.01,0.2
7570,PS2,2000.0,Fighting,0.0,0.0,0.2,0.0,0.2
7567,PS3,2010.0,Sports,0.0,0.15,0.0,0.05,0.2
14042,X360,2010.0,Shooter,0.0,0.0,0.04,0.0,0.04
14039,PS2,2007.0,Strategy,0.0,0.0,0.04,0.0,0.04
14027,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04
14022,PS2,2006.0,Sports,0.0,0.0,0.04,0.0,0.04
14019,PS2,2009.0,Adventure,0.0,0.0,0.04,0.0,0.04
14011,PS3,2007.0,Role-Playing,0.0,0.0,0.04,0.0,0.04
5619,PS2,2003.0,Fighting,0.0,0.0,0.32,0.0,0.32
7635,PS2,2002.0,Misc,0.0,0.0,0.2,0.0,0.2
14117,PS3,2012.0,Misc,0.0,0.0,0.03,0.0,0.03
7533,PS2,2000.0,Sports,0.0,0.0,0.2,0.0,0.2
7522,PS2,2008.0,Misc,0.0,0.02,0.0,0.19,0.2
7521,PS2,2007.0,Action,0.0,0.0,0.2,0.0,0.2
5751,PS,1999.0,Strategy,0.0,0.0,0.29,0.02,0.31
5745,PS2,2009.0,Strategy,0.0,0.0,0.31,0.0,0.31
5786,PS,1997.0,Simulation,0.0,0.0,0.29,0.02,0.31
5768,PS2,2007.0,Sports,0.0,0.0,0.31,0.0,0.31
14114,PS3,2012.0,Action,0.0,0.03,0.0,0.01,0.03
14111,PS3,2010.0,Misc,0.0,0.0,0.03,0.0,0.03
14108,PS3,2013.0,Action,0.0,0.0,0.03,0.0,0.03
14106,PS3,2013.0,Action,0.0,0.03,0.0,0.0,0.03
14087,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,0.04
14085,PS4,2015.0,Action,0.0,0.03,0.0,0.01,0.04
14049,PS3,2010.0,Sports,0.0,0.03,0.0,0.01,0.04
5712,PS2,2007.0,Sports,0.0,0.0,0.31,0.0,0.31
14163,PS2,2006.0,Adventure,0.0,0.0,0.03,0.0,0.03
5894,PS,1997.0,Simulation,0.0,0.0,0.28,0.02,0.3
7459,PS2,2006.0,Role-Playing,0.0,0.0,0.21,0.0,0.21
7439,PS2,2006.0,Sports,0.0,0.0,0.21,0.0,0.21
